"","age","gender","occup","ft_pt","freqmon1","own_motob","opinion_ban","opinion_ban1"
"7565","18_25","male","state","fulltime","1_3",3,"disagree",0.75
"7566","26_35","female","student","student","17_20",2,"neutral",0.75
"7567","36_55","female","state","retired","1_3",3,"disagree",0.25
"7568","36_55","female","private","fulltime","1_3",0,"agree",0.25
"7569","36_55","female","state","student","17_20",1,"strongagree",0.75
"7570","18_25","female","state","retired","17_20",2,"disagree",0.25
"7571","18_25","male","private","fulltime","14_16",0,"neutral",0.25
"7572","18_25","female","private","owner","14_16",2,"strongdisagree",0.75
"7573","18_25","female","state","fulltime","17_20",1,"agree",0.5
"7574","26_35","male","state","student","17_20",2,"neutral",0.75
"7575","36_55","female","fdi","fulltime","more_20",2,"agree",0.5
"7576","56_75","male","state","fulltime","17_20",2,"strongdisagree",0
"7577","26_35","female","private","fulltime","8_10",2,"agree",0.25
"7578","36_55","male","state","parttime","more_20",1,"agree",0.25
"7579","18_25","female","retired","owner","17_20",1,"neutral",1
"7580","less_18","female","state","fulltime","17_20",1,"disagree",0.75
"7581","18_25","male","fdi","owner","1_3",0,"agree",0.75
"7582","18_25","male","private","fulltime","8_10",2,"agree",0.25
"7583","26_35","female","retired","not","14_16",1,"strongdisagree",0.25
"7584","18_25","female","state","fulltime","more_20",2,"strongdisagree",0.75
"7585","26_35","female","fdi","fulltime","14_16",1,"disagree",0.75
"7586","56_75","male","state","fulltime","8_10",2,"disagree",1
"7587","18_25","male","retired","parttime","14_16",1,"agree",0.25
"7588","18_25","female","state","fulltime","17_20",2,"agree",0.5
"7589","26_35","male","private","student","8_10",4,"neutral",0.75
"7590","26_35","male","state","fulltime","11_13",1,"disagree",0.25
"7591","36_55","female","private","not","more_20",5,"agree",0.75
"7592","26_35","female","state","fulltime","8_10",4,"disagree",0.75
"7593","26_35","male","state","fulltime","11_13",2,"agree",0.25
"7594","18_25","male","fdi","fulltime","14_16",1,"agree",0.25
"7595","26_35","male","student","fulltime","8_10",2,"neutral",0
"7596","26_35","male","private","fulltime","14_16",2,"neutral",0.25
"7597","18_25","male","private","student","14_16",1,"agree",0.25
"7598","36_55","female","state","fulltime","more_20",2,"disagree",0.5
"7599","26_35","male","fdi","fulltime","17_20",2,"strongagree",0.5
"7600","36_55","female","private","fulltime","more_20",2,"agree",0.75
"7601","18_25","female","private","fulltime","8_10",1,"agree",0
"7602","26_35","female","student","fulltime","11_13",2,"agree",0.25
"7603","26_35","male","state","fulltime","8_10",5,"strongagree",0.5
"7604","less_18","female","state","fulltime","11_13",1,"agree",0.75
"7605","18_25","male","fdi","fulltime","1_3",2,"neutral",0.25
"7606","more_75","male","state","retired","17_20",2,"agree",0.25
"7607","26_35","male","fdi","owner","11_13",2,"strongagree",0.75
"7608","26_35","male","state","fulltime","14_16",0,"disagree",0.75
"7609","18_25","male","state","student","17_20",3,"disagree",0.75
"7610","56_75","female","state","parttime","more_20",3,"agree",0.25
"7611","26_35","male","private","owner","14_16",1,"agree",0.25
"7612","18_25","female","private","fulltime","14_16",3,"neutral",0.75
"7613","26_35","male","fdi","fulltime","17_20",2,"strongagree",0.5
"7614","18_25","female","fdi","parttime","more_20",2,"neutral",0.75
"7615","56_75","female","fdi","student","8_10",3,"agree",0.25
"7616","18_25","male","state","fulltime","8_10",2,"agree",0.75
"7617","18_25","female","state","fulltime","more_20",2,"neutral",0.5
"7618","18_25","female","private","fulltime","more_20",3,"disagree",0.5
"7619","26_35","male","state","fulltime","8_10",2,"strongagree",0.25
"7620","26_35","male","state","not","14_16",1,"disagree",0.25
"7621","56_75","female","student","fulltime","14_16",4,"disagree",0.5
"7622","26_35","male","state","fulltime","14_16",1,"agree",1
"7623","26_35","male","fdi","parttime","4_7",2,"strongagree",0.25
"7624","26_35","male","state","fulltime","8_10",1,"agree",0.5
"7625","26_35","male","student","fulltime","more_20",2,"agree",0.75
"7626","36_55","female","student","not","17_20",2,"strongdisagree",0.75
"7627","26_35","male","state","fulltime","17_20",3,"agree",0.5
"7628","26_35","female","state","fulltime","14_16",2,"strongagree",0.5
"7629","18_25","male","student","retired","17_20",2,"strongagree",0.75
"7630","36_55","male","student","owner","8_10",2,"agree",0.75
"7631","56_75","male","private","owner","17_20",2,"disagree",0
"7632","56_75","female","state","fulltime","8_10",2,"disagree",1
"7633","56_75","male","state","fulltime","11_13",2,"agree",0.75
"7634","26_35","female","state","student","1_3",2,"neutral",0.5
"7635","26_35","female","fdi","parttime","14_16",2,"disagree",0.25
"7636","18_25","female","state","owner","17_20",3,"agree",1
"7637","36_55","female","retired","parttime","more_20",2,"strongdisagree",0.75
"7638","36_55","male","fdi","parttime","11_13",3,"neutral",0.25
"7639","36_55","male","private","student","more_20",2,"agree",0.25
"7640","26_35","male","student","student","17_20",1,"agree",0.5
"7641","36_55","female","retired","student","8_10",2,"agree",0.75
"7642","less_18","male","private","student","17_20",2,"disagree",0.5
"7643","36_55","male","fdi","fulltime","1_3",1,"agree",0.5
"7644","26_35","male","private","retired","8_10",2,"neutral",0.75
"7645","26_35","male","state","owner","17_20",1,"neutral",0.75
"7646","36_55","female","fdi","student","more_20",5,"neutral",0
"7647","18_25","male","retired","not","17_20",4,"neutral",0.5
"7648","26_35","male","private","owner","8_10",2,"agree",0.75
"7649","18_25","male","fdi","fulltime","more_20",2,"agree",0.75
"7650","56_75","female","private","retired","17_20",2,"disagree",0
"7651","56_75","female","fdi","fulltime","more_20",2,"agree",0.25
"7652","26_35","male","state","fulltime","17_20",4,"neutral",0.25
"7653","18_25","female","fdi","student","14_16",1,"strongagree",0
"7654","18_25","female","state","fulltime","8_10",1,"strongdisagree",0.75
"7655","36_55","female","fdi","student","17_20",2,"neutral",1
"7656","18_25","female","state","fulltime","more_20",2,"agree",0
"7657","18_25","female","private","student","1_3",1,"agree",0.75
"7658","36_55","male","retired","fulltime","14_16",2,"strongdisagree",0
"7659","36_55","female","state","student","11_13",3,"neutral",0
"7660","36_55","male","state","fulltime","8_10",1,"disagree",0.75
"7661","26_35","male","fdi","owner","14_16",2,"disagree",1
"7662","36_55","male","student","student","17_20",2,"agree",0.75
"7663","26_35","female","state","fulltime","14_16",3,"agree",0.25
"7664","36_55","male","state","fulltime","8_10",0,"disagree",0.75
"7665","36_55","female","fdi","fulltime","17_20",2,"agree",0.25
"7666","26_35","female","state","student","14_16",2,"agree",0.5
"7667","18_25","male","state","parttime","14_16",2,"strongdisagree",0.5
"7668","36_55","female","state","student","4_7",1,"disagree",0.75
"7669","18_25","female","state","fulltime","4_7",1,"strongdisagree",0.25
"7670","18_25","female","state","parttime","more_20",2,"agree",0.5
"7671","26_35","female","fdi","fulltime","8_10",1,"agree",0.25
"7672","26_35","male","private","fulltime","1_3",2,"agree",0.75
"7673","26_35","male","state","owner","1_3",2,"disagree",0.25
"7674","18_25","female","fdi","fulltime","14_16",2,"neutral",0
"7675","18_25","male","state","fulltime","14_16",2,"agree",0.75
"7676","18_25","male","private","fulltime","more_20",2,"agree",0.75
"7677","26_35","female","student","owner","8_10",2,"agree",0.5
"7678","26_35","male","state","fulltime","more_20",2,"agree",0.75
"7679","18_25","female","student","fulltime","more_20",2,"neutral",0.5
"7680","18_25","male","student","parttime","17_20",2,"agree",0
"7681","56_75","female","fdi","fulltime","more_20",3,"agree",0
"7682","26_35","female","private","owner","14_16",2,"neutral",0.5
"7683","26_35","female","student","fulltime","more_20",2,"agree",0.25
"7684","18_25","female","student","fulltime","11_13",2,"agree",0.25
"7685","56_75","male","retired","fulltime","more_20",2,"neutral",0.25
"7686","56_75","male","state","student","1_3",2,"neutral",0.5
"7687","36_55","female","student","retired","more_20",2,"agree",0.75
"7688","26_35","female","state","student","more_20",3,"disagree",0.5
"7689","56_75","male","private","fulltime","8_10",2,"disagree",0.75
"7690","26_35","female","student","fulltime","17_20",1,"agree",0.5
"7691","26_35","female","state","student","17_20",1,"agree",0.5
"7692","18_25","female","private","fulltime","8_10",2,"strongdisagree",0.5
"7693","26_35","female","student","fulltime","8_10",1,"agree",0.25
"7694","36_55","female","state","fulltime","17_20",1,"neutral",0.25
"7695","26_35","female","student","fulltime","14_16",3,"disagree",0.75
"7696","26_35","female","student","fulltime","1_3",1,"disagree",0.5
"7697","56_75","female","private","owner","14_16",2,"agree",0.25
"7698","18_25","female","state","not","more_20",2,"disagree",0.75
"7699","26_35","male","state","fulltime","more_20",1,"neutral",0.75
"7700","36_55","female","state","not","11_13",4,"disagree",0.75
"7701","26_35","male","private","fulltime","17_20",2,"agree",0.25
"7702","36_55","female","private","student","14_16",4,"agree",0
"7703","18_25","female","private","retired","8_10",3,"strongdisagree",0.75
"7704","36_55","female","private","owner","8_10",2,"disagree",0.75
"7705","18_25","female","private","owner","14_16",2,"neutral",0.5
"7706","26_35","female","student","student","8_10",1,"disagree",0.5
"7707","26_35","female","state","fulltime","more_20",1,"disagree",0.25
"7708","more_75","female","state","fulltime","more_20",1,"agree",0.5
"7709","36_55","female","student","fulltime","8_10",2,"agree",0.25
"7710","26_35","female","state","fulltime","more_20",2,"disagree",0.75
"7711","26_35","female","state","fulltime","14_16",3,"neutral",1
"7712","26_35","female","private","fulltime","8_10",2,"disagree",0
"7713","36_55","male","student","fulltime","14_16",1,"neutral",0.5
"7714","more_75","male","state","fulltime","4_7",3,"agree",0.5
"7715","18_25","female","fdi","not","17_20",2,"strongagree",0.75
"7716","26_35","female","private","parttime","17_20",1,"neutral",0.75
"7717","18_25","female","retired","fulltime","14_16",2,"agree",0.5
"7718","26_35","male","state","student","4_7",2,"agree",0.5
"7719","18_25","male","fdi","fulltime","14_16",1,"neutral",0.5
"7720","18_25","female","state","fulltime","more_20",4,"disagree",0.5
"7721","18_25","male","state","not","1_3",2,"neutral",0.5
"7722","18_25","female","state","fulltime","8_10",1,"neutral",0.75
"7723","36_55","male","retired","retired","11_13",1,"strongdisagree",0
"7724","18_25","female","state","student","14_16",3,"strongagree",0.5
"7725","26_35","male","private","retired","14_16",3,"disagree",0.25
"7726","26_35","female","fdi","not","17_20",2,"disagree",0.75
"7727","18_25","female","fdi","fulltime","14_16",1,"agree",0.25
"7728","26_35","male","student","fulltime","1_3",3,"strongdisagree",0.5
"7729","36_55","female","state","fulltime","11_13",2,"strongagree",0.25
"7730","56_75","male","state","retired","11_13",1,"agree",0.75
"7731","26_35","female","private","parttime","17_20",1,"disagree",1
"7732","26_35","female","state","owner","1_3",2,"neutral",0.75
"7733","18_25","male","student","fulltime","17_20",1,"disagree",0.5
"7734","26_35","male","private","fulltime","14_16",1,"neutral",0.5
"7735","36_55","female","retired","fulltime","17_20",2,"agree",0.5
"7736","36_55","male","student","fulltime","17_20",1,"agree",0.5
"7737","36_55","female","private","fulltime","17_20",2,"agree",0.5
"7738","18_25","male","state","student","8_10",1,"agree",0.5
"7739","26_35","female","fdi","not","8_10",2,"disagree",0.75
"7740","36_55","male","private","not","17_20",2,"neutral",0.75
"7741","36_55","female","private","student","14_16",1,"agree",0
"7742","26_35","male","private","fulltime","14_16",1,"agree",0.5
"7743","18_25","male","fdi","owner","11_13",2,"neutral",0.5
"7744","36_55","female","student","fulltime","14_16",2,"disagree",0.75
"7745","less_18","female","retired","fulltime","more_20",2,"neutral",0.25
"7746","36_55","female","private","fulltime","1_3",1,"strongdisagree",0.75
"7747","18_25","female","private","not","14_16",2,"neutral",0.5
"7748","26_35","female","state","fulltime","14_16",1,"agree",0.75
"7749","26_35","female","state","owner","more_20",2,"neutral",0.75
"7750","26_35","male","fdi","not","14_16",2,"agree",0.5
"7751","18_25","female","student","fulltime","more_20",3,"strongagree",0.25
"7752","18_25","female","state","student","14_16",1,"strongdisagree",0.5
"7753","18_25","male","fdi","fulltime","8_10",4,"disagree",0.5
"7754","18_25","female","private","fulltime","more_20",1,"disagree",0.25
"7755","56_75","female","student","fulltime","14_16",2,"disagree",0
"7756","36_55","female","state","parttime","14_16",1,"disagree",0.25
"7757","26_35","male","state","fulltime","more_20",5,"agree",0.25
"7758","18_25","male","private","not","8_10",2,"disagree",0.75
"7759","26_35","female","state","not","more_20",3,"disagree",0
"7760","36_55","male","student","fulltime","17_20",3,"agree",0.25
"7761","26_35","female","student","student","more_20",2,"neutral",0.5
"7762","26_35","female","state","fulltime","4_7",2,"neutral",1
"7763","18_25","female","state","retired","17_20",2,"agree",0.75
"7764","18_25","male","fdi","owner","14_16",2,"agree",0
"7765","less_18","female","state","fulltime","14_16",2,"disagree",0.25
"7766","18_25","female","student","owner","17_20",2,"disagree",0.25
"7767","26_35","female","fdi","fulltime","more_20",1,"neutral",0.5
"7768","18_25","female","student","fulltime","more_20",1,"strongagree",0.75
"7769","18_25","male","private","owner","17_20",2,"neutral",0.25
"7770","18_25","male","private","retired","14_16",2,"neutral",0.75
"7771","26_35","male","student","owner","8_10",1,"agree",0.5
"7772","18_25","male","private","owner","1_3",1,"neutral",0.25
"7773","26_35","female","state","retired","11_13",1,"agree",0.25
"7774","26_35","female","state","fulltime","8_10",1,"disagree",0.25
"7775","26_35","male","retired","fulltime","1_3",1,"neutral",0.5
"7776","18_25","female","student","fulltime","17_20",2,"strongdisagree",0.75
"7777","18_25","male","private","fulltime","8_10",2,"disagree",0.5
"7778","18_25","male","fdi","fulltime","more_20",0,"neutral",0.25
"7779","26_35","male","private","student","more_20",1,"agree",0.75
"7780","26_35","female","private","retired","11_13",4,"disagree",0.25
"7781","26_35","female","state","retired","1_3",2,"strongdisagree",0.75
"7782","18_25","female","state","student","14_16",2,"agree",0.25
"7783","18_25","female","private","fulltime","14_16",2,"neutral",0.75
"7784","36_55","female","private","retired","more_20",2,"neutral",0.5
"7785","18_25","female","private","fulltime","1_3",2,"strongdisagree",0.25
"7786","18_25","male","fdi","parttime","14_16",1,"disagree",0.75
"7787","18_25","female","state","fulltime","more_20",1,"neutral",0.75
"7788","18_25","female","state","fulltime","1_3",2,"agree",1
"7789","36_55","female","state","student","17_20",1,"neutral",0.5
"7790","26_35","male","private","student","14_16",3,"agree",0.5
"7791","36_55","female","private","owner","8_10",2,"disagree",0.5
"7792","less_18","female","student","fulltime","4_7",2,"disagree",1
"7793","18_25","male","private","retired","14_16",2,"disagree",0.75
"7794","26_35","female","state","fulltime","14_16",3,"neutral",1
"7795","36_55","female","student","fulltime","more_20",2,"disagree",0.25
"7796","26_35","male","fdi","student","more_20",2,"strongdisagree",0.25
"7797","26_35","female","student","retired","14_16",3,"disagree",0.75
"7798","36_55","female","private","fulltime","14_16",2,"neutral",0.75
"7799","56_75","female","state","fulltime","17_20",0,"disagree",0.5
"7800","56_75","female","state","owner","8_10",1,"agree",0.25
"7801","less_18","male","state","student","11_13",3,"agree",0.25
"7802","18_25","female","student","student","17_20",2,"agree",1
"7803","18_25","male","fdi","student","more_20",2,"disagree",0.25
"7804","18_25","male","state","owner","17_20",1,"disagree",0.5
"7805","18_25","male","private","fulltime","11_13",1,"disagree",0.5
"7806","36_55","male","private","owner","more_20",1,"disagree",0.75
"7807","18_25","male","private","owner","more_20",1,"neutral",0.75
"7808","26_35","female","student","fulltime","17_20",3,"agree",0.75
"7809","26_35","male","fdi","parttime","8_10",0,"disagree",0.25
"7810","26_35","male","student","fulltime","11_13",1,"disagree",0.25
"7811","26_35","male","private","fulltime","17_20",0,"disagree",0.75
"7812","18_25","female","private","fulltime","11_13",2,"disagree",0.75
"7813","18_25","female","private","owner","4_7",1,"strongagree",0.75
"7814","26_35","male","state","student","17_20",3,"agree",0.25
"7815","18_25","male","student","fulltime","11_13",5,"agree",0.5
"7816","26_35","male","fdi","owner","more_20",3,"disagree",0.25
"7817","36_55","male","student","fulltime","17_20",1,"disagree",0.5
"7818","18_25","male","private","fulltime","more_20",2,"agree",0.75
"7819","26_35","female","state","fulltime","11_13",1,"neutral",0.75
"7820","26_35","female","state","not","1_3",1,"agree",0.75
"7821","36_55","male","fdi","student","11_13",1,"strongdisagree",0.25
"7822","18_25","male","state","fulltime","17_20",0,"disagree",0
"7823","26_35","male","state","student","11_13",2,"agree",0.75
"7824","18_25","female","private","fulltime","1_3",2,"agree",0.75
"7825","18_25","female","state","fulltime","8_10",1,"agree",0.25
"7826","36_55","male","state","student","8_10",3,"agree",0.75
"7827","18_25","female","state","owner","17_20",1,"agree",0.75
"7828","18_25","female","student","fulltime","4_7",2,"agree",0.5
"7829","18_25","female","fdi","fulltime","17_20",2,"strongdisagree",0.75
"7830","56_75","male","fdi","fulltime","8_10",4,"disagree",0.25
"7831","18_25","male","fdi","owner","more_20",1,"agree",1
"7832","18_25","male","student","fulltime","17_20",1,"neutral",0.75
"7833","26_35","male","student","retired","14_16",3,"neutral",0.75
"7834","26_35","male","private","owner","11_13",2,"disagree",1
"7835","26_35","female","fdi","owner","14_16",3,"agree",0.75
"7836","36_55","female","fdi","fulltime","11_13",2,"disagree",0.25
"7837","26_35","male","state","fulltime","more_20",4,"disagree",0.5
"7838","18_25","male","fdi","fulltime","8_10",1,"agree",0.25
"7839","56_75","female","fdi","fulltime","more_20",2,"strongdisagree",0.75
"7840","26_35","female","state","fulltime","1_3",2,"strongagree",1
"7841","18_25","female","retired","owner","14_16",3,"strongdisagree",0.75
"7842","26_35","female","state","retired","14_16",2,"strongdisagree",0.75
"7843","36_55","female","private","fulltime","17_20",3,"disagree",0.25
"7844","18_25","female","state","fulltime","17_20",2,"agree",0.75
"7845","18_25","female","retired","fulltime","11_13",2,"agree",0.25
"7846","18_25","female","state","fulltime","1_3",2,"disagree",1
"7847","26_35","female","fdi","fulltime","14_16",2,"neutral",0.25
"7848","18_25","male","private","owner","4_7",3,"agree",0.75
"7849","26_35","female","student","fulltime","17_20",2,"agree",0.75
"7850","18_25","female","fdi","fulltime","4_7",3,"strongdisagree",0.25
"7851","26_35","male","private","fulltime","17_20",0,"neutral",0
"7852","36_55","male","retired","retired","11_13",1,"agree",0.25
"7853","18_25","female","state","owner","more_20",3,"disagree",0.75
"7854","18_25","male","retired","not","17_20",0,"agree",0.25
"7855","26_35","male","state","owner","11_13",2,"disagree",0.75
"7856","26_35","female","private","fulltime","17_20",2,"agree",0.25
"7857","36_55","male","fdi","fulltime","14_16",3,"agree",0.75
"7858","56_75","male","state","fulltime","17_20",2,"neutral",0.5
"7859","36_55","male","state","fulltime","1_3",1,"strongagree",0.5
"7860","26_35","female","student","owner","1_3",1,"agree",0.5
"7861","36_55","male","state","fulltime","1_3",2,"disagree",0.75
"7862","26_35","male","private","fulltime","11_13",3,"neutral",0.75
"7863","18_25","female","retired","owner","4_7",2,"disagree",0.75
"7864","36_55","male","retired","not","14_16",2,"agree",0.75
"7865","26_35","female","state","fulltime","14_16",3,"disagree",0
"7866","26_35","female","student","fulltime","1_3",2,"disagree",0.25
"7867","more_75","male","private","fulltime","more_20",1,"agree",0
"7868","26_35","female","private","retired","14_16",1,"disagree",0.75
"7869","18_25","male","fdi","fulltime","8_10",1,"neutral",0.25
"7870","36_55","male","fdi","fulltime","more_20",0,"disagree",0
"7871","26_35","female","state","parttime","more_20",2,"agree",0.5
"7872","26_35","female","state","fulltime","11_13",2,"agree",0.25
"7873","26_35","male","state","fulltime","17_20",2,"agree",0.75
"7874","36_55","female","fdi","fulltime","11_13",2,"disagree",0.75
"7875","56_75","female","state","student","1_3",1,"disagree",1
"7876","26_35","male","student","parttime","more_20",2,"agree",0.5
"7877","26_35","female","fdi","fulltime","14_16",1,"disagree",0.25
"7878","36_55","female","private","not","17_20",2,"agree",0.25
"7879","18_25","male","state","fulltime","1_3",1,"disagree",1
"7880","26_35","male","student","fulltime","17_20",1,"neutral",0
"7881","26_35","female","retired","retired","17_20",2,"agree",0.25
"7882","36_55","male","student","fulltime","14_16",2,"agree",0.75
"7883","26_35","male","state","fulltime","14_16",2,"agree",0.25
"7884","56_75","male","private","student","11_13",0,"strongagree",0.25
"7885","56_75","female","state","fulltime","8_10",1,"strongdisagree",0.25
"7886","18_25","female","fdi","parttime","11_13",2,"neutral",0.75
"7887","26_35","female","fdi","owner","8_10",1,"neutral",0.5
"7888","18_25","male","state","fulltime","14_16",2,"strongagree",0.75
"7889","18_25","female","fdi","fulltime","11_13",2,"neutral",0.25
"7890","26_35","female","fdi","fulltime","14_16",2,"neutral",1
"7891","36_55","male","state","fulltime","14_16",3,"neutral",0.5
"7892","26_35","male","state","parttime","14_16",1,"disagree",0.75
"7893","26_35","female","state","retired","17_20",1,"disagree",0.75
"7894","36_55","male","retired","owner","more_20",1,"agree",0.75
"7895","36_55","male","state","fulltime","8_10",2,"agree",0.75
"7896","26_35","male","state","fulltime","1_3",0,"neutral",0.75
"7897","26_35","female","private","owner","1_3",2,"neutral",0
"7898","18_25","female","fdi","retired","11_13",2,"agree",0.75
"7899","26_35","male","private","fulltime","1_3",3,"agree",0.75
"7900","36_55","female","state","fulltime","17_20",2,"strongagree",0.75
"7901","26_35","female","private","fulltime","17_20",1,"strongagree",0.5
"7902","26_35","male","private","owner","14_16",2,"agree",0.25
"7903","26_35","male","retired","retired","8_10",1,"neutral",0.75
"7904","18_25","female","state","fulltime","11_13",3,"neutral",0.5
"7905","26_35","male","private","fulltime","more_20",1,"strongdisagree",1
"7906","18_25","female","fdi","retired","17_20",2,"agree",0
"7907","36_55","male","student","student","1_3",1,"agree",0.25
"7908","26_35","female","state","retired","14_16",1,"strongagree",0.75
"7909","18_25","female","private","student","14_16",2,"disagree",0.75
"7910","36_55","male","private","fulltime","17_20",2,"disagree",0.5
"7911","26_35","male","state","student","8_10",3,"disagree",0.25
"7912","18_25","female","state","fulltime","14_16",2,"agree",0.25
"7913","36_55","male","fdi","owner","14_16",1,"agree",0.25
"7914","36_55","male","student","owner","more_20",2,"neutral",0.75
"7915","26_35","female","private","retired","14_16",3,"neutral",0.75
"7916","36_55","female","fdi","owner","1_3",2,"neutral",0.25
"7917","18_25","male","state","owner","17_20",2,"disagree",0.75
"7918","36_55","male","fdi","parttime","17_20",1,"strongdisagree",0
"7919","18_25","female","fdi","fulltime","more_20",2,"neutral",1
"7920","18_25","female","private","fulltime","1_3",2,"agree",0.5
"7921","36_55","female","fdi","fulltime","more_20",2,"disagree",0.25
"7922","26_35","female","state","fulltime","more_20",2,"neutral",0.25
"7923","26_35","female","state","owner","more_20",3,"agree",0.25
"7924","26_35","female","fdi","fulltime","more_20",2,"agree",0.5
"7925","36_55","male","state","fulltime","14_16",1,"disagree",0.25
"7926","36_55","female","student","fulltime","4_7",2,"strongdisagree",0.25
"7927","26_35","male","private","fulltime","17_20",2,"agree",0.5
"7928","18_25","male","private","fulltime","14_16",2,"strongagree",0.5
"7929","18_25","male","private","owner","1_3",3,"strongagree",0.25
"7930","18_25","female","retired","fulltime","more_20",2,"agree",0.5
"7931","36_55","male","student","fulltime","17_20",2,"neutral",0.75
"7932","18_25","female","retired","fulltime","more_20",1,"strongagree",0.25
"7933","18_25","female","private","student","1_3",1,"agree",0.5
"7934","18_25","female","student","owner","11_13",2,"disagree",0.5
"7935","26_35","female","state","owner","11_13",3,"agree",0.5
"7936","26_35","female","student","fulltime","8_10",2,"disagree",1
"7937","36_55","male","state","student","17_20",1,"strongagree",0.75
"7938","36_55","female","state","student","11_13",2,"agree",0.5
"7939","18_25","female","private","fulltime","17_20",2,"agree",0.5
"7940","26_35","male","private","owner","14_16",1,"disagree",0.25
"7941","56_75","male","student","fulltime","17_20",1,"neutral",0
"7942","18_25","male","state","fulltime","14_16",2,"neutral",0.5
"7943","26_35","male","student","fulltime","1_3",3,"neutral",0.5
"7944","more_75","female","student","student","more_20",3,"agree",0.5
"7945","36_55","male","state","owner","14_16",1,"agree",0.25
"7946","18_25","male","private","fulltime","14_16",1,"disagree",0.25
"7947","36_55","female","fdi","student","8_10",2,"disagree",0.5
"7948","18_25","male","state","owner","14_16",4,"agree",1
"7949","18_25","female","state","student","17_20",2,"agree",0
"7950","26_35","female","student","fulltime","14_16",1,"neutral",0.5
"7951","18_25","female","student","fulltime","1_3",2,"agree",0.75
"7952","26_35","female","retired","student","11_13",1,"strongdisagree",0.25
"7953","18_25","female","state","parttime","14_16",2,"strongagree",0.5
"7954","36_55","female","fdi","fulltime","17_20",2,"disagree",0.75
"7955","18_25","female","private","parttime","1_3",2,"agree",1
"7956","26_35","male","state","retired","14_16",1,"agree",0.75
"7957","18_25","male","state","fulltime","17_20",3,"disagree",0.25
"7958","26_35","female","student","fulltime","17_20",2,"agree",0.25
"7959","56_75","female","fdi","owner","1_3",2,"strongagree",0.75
"7960","18_25","male","student","fulltime","8_10",2,"disagree",0.25
"7961","56_75","male","private","fulltime","14_16",2,"neutral",0
"7962","18_25","female","student","fulltime","14_16",2,"agree",0.25
"7963","26_35","female","private","fulltime","8_10",2,"strongagree",0
"7964","18_25","female","fdi","fulltime","17_20",1,"neutral",0.25
"7965","36_55","female","student","retired","17_20",2,"strongagree",0.25
"7966","18_25","female","state","owner","11_13",2,"agree",0.75
"7967","26_35","male","student","owner","11_13",2,"strongdisagree",0.5
"7968","26_35","female","retired","fulltime","11_13",2,"agree",0.5
"7969","18_25","male","private","owner","more_20",2,"strongdisagree",0.25
"7970","56_75","female","private","retired","more_20",2,"strongdisagree",0.5
"7971","26_35","male","student","student","14_16",2,"agree",0.75
"7972","56_75","male","private","fulltime","14_16",2,"neutral",0
"7973","18_25","male","fdi","student","17_20",2,"neutral",0
"7974","26_35","male","state","student","11_13",2,"disagree",0.5
"7975","less_18","female","state","fulltime","more_20",3,"agree",0.75
"7976","18_25","female","private","fulltime","more_20",3,"neutral",0.75
"7977","36_55","male","private","fulltime","more_20",2,"strongdisagree",0.25
"7978","36_55","male","student","student","1_3",3,"disagree",0.5
"7979","26_35","male","fdi","fulltime","14_16",1,"neutral",1
"7980","26_35","male","private","student","1_3",2,"agree",0.75
"7981","56_75","female","fdi","fulltime","14_16",1,"agree",0.5
"7982","36_55","female","private","fulltime","14_16",1,"disagree",0.75
"7983","18_25","male","student","student","17_20",1,"agree",0.5
"7984","26_35","male","state","owner","17_20",1,"disagree",0
"7985","26_35","male","private","fulltime","14_16",2,"neutral",0.25
"7986","36_55","male","fdi","student","14_16",2,"agree",0.5
"7987","26_35","female","private","fulltime","14_16",3,"neutral",0.25
"7988","18_25","female","fdi","fulltime","11_13",2,"strongagree",0.5
"7989","18_25","male","state","owner","8_10",1,"disagree",0.25
"7990","18_25","male","state","fulltime","11_13",2,"neutral",0.75
"7991","26_35","female","fdi","fulltime","17_20",3,"strongdisagree",0.5
"7992","18_25","female","fdi","fulltime","17_20",3,"neutral",1
"7993","26_35","male","state","student","4_7",2,"disagree",0.25
"7994","18_25","male","student","student","17_20",3,"neutral",0.75
"7995","18_25","female","student","fulltime","4_7",1,"agree",0.75
"7996","18_25","female","state","fulltime","4_7",2,"agree",0.25
"7997","18_25","female","state","fulltime","11_13",2,"disagree",0.75
"7998","36_55","female","fdi","student","14_16",1,"neutral",1
"7999","36_55","female","fdi","parttime","17_20",4,"agree",0.5
"8000","26_35","female","private","fulltime","8_10",2,"agree",0.25
"8001","36_55","female","student","parttime","more_20",1,"disagree",0.75
"8002","18_25","female","fdi","fulltime","1_3",2,"disagree",0.25
"8003","26_35","male","fdi","fulltime","17_20",2,"strongagree",0.75
"8004","18_25","male","private","fulltime","17_20",2,"agree",0.25
"8005","26_35","male","private","fulltime","14_16",2,"agree",0
"8006","18_25","male","private","student","8_10",1,"disagree",0.25
"8007","36_55","male","student","fulltime","14_16",2,"strongagree",0.75
"8008","26_35","male","student","fulltime","11_13",1,"disagree",0.5
"8009","36_55","female","student","retired","17_20",1,"disagree",0.25
"8010","36_55","male","state","student","4_7",2,"agree",0.5
"8011","56_75","male","fdi","fulltime","14_16",3,"neutral",0.75
"8012","26_35","male","state","parttime","4_7",1,"agree",0.75
"8013","56_75","male","student","student","14_16",3,"neutral",0.75
"8014","26_35","male","state","retired","more_20",1,"strongagree",0.5
